id,text,anger,fear,joy,sadness,surprise
eng_train_track_b_00955,no one else in the class did,0,0,0,1,1
eng_train_track_b_00956,fast forward i was 21 and living in my first apartment,0,0,1,0,0
eng_train_track_b_00957,my heart was just beautiful,0,0,2,0,0
eng_train_track_b_00958,decide to be roommates,0,0,1,0,0
eng_train_track_b_00959,and my hair was straight and nice already so i pull a sweater over my head and jump into some jeans run to the bathroom brush my teeth while combing my hair with my fingers grab my purse and im out the door with sunglasses on cuz i got no makeup on so i get to the bus stop and realize i forgot to put out the bottles and a check for the waterman who comes at 9 am,0,1,0,0,0
eng_train_track_b_00960,then a few days later i told her jenny wanted me to come to the basement to play with her,0,1,0,0,1
eng_train_track_b_00961,or like when the one of the 4 year olds i substitute taught at church asked why i was wearing a belt around my waist,0,0,0,0,1
eng_train_track_b_00962,the funniest thing i ve seen in ages last chance to see on tvo and ended up with tears streaming down my cheeks because i was laughing so hard,0,0,3,0,0
eng_train_track_b_00963,amanda and i carried the washer up with no problems but as we sat it down in the street my back gave out,0,2,0,1,0
eng_train_track_b_00964,my hand was indeed gone but new fingers stubby and underformed were sprouting from the stub,0,3,0,2,1
eng_train_track_b_00965,a few years ago i worked for an apartment rental agency in a customer service role,0,0,0,0,0
eng_train_track_b_00966,a strangely calming breeze crosses my face and shoulders mysteriously skipping right over my legs,0,0,1,0,0
eng_train_track_b_00967,i ll never forget the bitch death glare she shot me,3,1,0,0,0
eng_train_track_b_00968,he was admiring the tattoo on my forearm,0,0,0,0,0
eng_train_track_b_00969,we did this like 3 times before we just decided to leave it in the closet,0,0,0,0,0
eng_train_track_b_00970,today i must do the dreaded studying blarg i did a bit last night some review and it is amazing how quickly this shit leaves my brain after taking 1 5 days off from it,1,1,0,1,0
eng_train_track_b_00971,i figure she probably spent all night hiding in a corner,0,2,0,1,0
eng_train_track_b_00972,i could see them all,0,0,1,0,1
eng_train_track_b_00973,i love telling this story,0,0,3,0,0
eng_train_track_b_00974,determined well i ve been going to the gym a little over three weeks now and i ve lost eight pounds and roughly twelve inches total about three from my waist two and a half from my hips a half inch from each thigh and four total from my um upper torso area anyway it feels awesome,0,0,2,0,0
eng_train_track_b_00975,he looks over and i realise how obvious i am with a huge grin on my face looking suspicious,0,1,1,0,0
eng_train_track_b_00976,my heart still flutters when i think about it it was just amazing,0,0,2,0,0
eng_train_track_b_00977,not too scary right,0,1,1,0,1
eng_train_track_b_00978,in a rather large company,0,0,0,0,0
eng_train_track_b_00979,pain i have injured my knee somehow,0,1,0,1,0
eng_train_track_b_00980,my eyes scanned quickly into every room every corner as i passed by and more than once my fist met the peeling paint of a closed door,1,1,0,0,0
eng_train_track_b_00981,not the most unnerving feeling but the most prominent event in my mind is as follows,0,1,0,0,1
eng_train_track_b_00982,he was convinced that his grandpa was still alive or whatever,0,1,0,1,1
eng_train_track_b_00983,but it fits my head,0,0,1,0,0
eng_train_track_b_00984,it constantly snarled in the fine hairs on the back of my neck and left red marks on my temples when it snapped sending the steel tips of the rubber band into my face,1,1,0,0,1
eng_train_track_b_00985,skudai 3 i can closed my heart and my mind,0,0,0,0,0
eng_train_track_b_00986,all i know is i need to get my head on straight before the tears begin to slowly pool over the corner of my eye once again,0,1,0,2,0
eng_train_track_b_00987,the tree starts shrinking,0,1,0,0,2
eng_train_track_b_00988,needless to say i was kind of scared,0,2,0,0,0
eng_train_track_b_00989,when she woke up the next morning she decided to figure out what the hell had happened,0,2,0,0,2
eng_train_track_b_00990,my horror unfurls as it whispers my name it eyeballs me and holds my gaze dread rips through my heart as it screams out,0,3,0,0,0
eng_train_track_b_00991,during my first season i was playing a game on my birthday,0,0,2,0,0
eng_train_track_b_00992,my parents were confused,0,1,0,1,1
eng_train_track_b_00993,a song started to loop inside my head,0,1,1,0,0
eng_train_track_b_00994,less hours means they are making less money,0,1,0,1,0
eng_train_track_b_00995,yea i m with you there man,0,0,1,0,0
eng_train_track_b_00996,it was freaking awesome,0,0,3,0,0
eng_train_track_b_00997,i even tried to sleep sitting up for a bit that ended when i nearly gave myself whiplash when my head dropped,0,1,0,0,0
eng_train_track_b_00998,my room is structured so there are two doors one to the bathroom which feeds through to another door in the hallway and the main door to my room from the same hallway,0,0,0,0,0
eng_train_track_b_00999,i can just imagine how many bugs have been snacking on my legs as ive sat here for the last couple hours,0,1,0,0,0
eng_train_track_b_01000,almost at the instant that the first drop of sweat popped out on my head i had the weirdest experience,0,1,0,0,1
eng_train_track_b_01001,the later guests were all drunk really drunk but they were all close friends of me,0,0,1,0,0
eng_train_track_b_01002,after we were done i could barely even move my fingers and i think i am going to be sick in a few days,0,2,0,1,0
eng_train_track_b_01003,dove brought me a nice glass of ice water and the bottle of the pain pills and an ice pack for my hand,0,1,0,0,0
eng_train_track_b_01004,originally posted september 18th 2007 i walked down the driveway pushing back the stinging pain that kept trying to force a few tears out of my eyes,0,1,0,3,0
eng_train_track_b_01005,the scream quickly turned into full blown four alarm sobbing as i flailed evasively to rid myself of this alien being bearing a dark and nightmarish message,0,3,0,3,2
eng_train_track_b_01006,in retrospect this implied extreme circumstances,0,2,0,0,2
eng_train_track_b_01007,it was hairless and covered in gray skin,0,2,0,0,2
eng_train_track_b_01008,it got so bad that in the car on the way home i had to put the air on full blast and put my head down in the car to try to keep it cool so it didn t ich so much,0,2,0,1,0
eng_train_track_b_01009,i sharted undigested bubble gum you guys,0,1,1,0,2
eng_train_track_b_01010,some children came out and cheered me on offering water and slapping my back,0,0,1,0,0
eng_train_track_b_01011,there was nothing else of mine in her belongings and i stood up and dusted my hands off,0,0,1,0,0
eng_train_track_b_01012,i don t know i don t know i don t know,0,2,0,1,0
eng_train_track_b_01013,took the skin off my knuckles an my hand bleeding like hell but i felt kinda better,0,1,0,1,0
eng_train_track_b_01014,she sat at her papa s recliner sofa only to move next to me and start clinging to my arms,0,0,0,0,0
eng_train_track_b_01015,apparently i like to impale my face into my pillow and curl my hands into the blankets so i can tug them over my neck up to my mouth which was closed,0,1,0,1,0
eng_train_track_b_01016,never saw them again,0,0,0,2,0
eng_train_track_b_01017,i farted and a little nugget fell out onto the floor,0,0,1,0,2
eng_train_track_b_01018,i wrapped a tshirt around my head for warmth and settled in for a cold night,0,1,0,1,0
eng_train_track_b_01019,one time in high school my friends and i had a dance party in someones basement,0,0,2,0,0
eng_train_track_b_01020,i managed to shoehorn myself into the seat but my knees were jammed under the dash i could barely use the pedals i couldn t get any proper lock on the steering wheel my head was poking out of the rollcage and i had no idea of what the rev limits or gears were,0,2,0,0,0
eng_train_track_b_01021,so it goes on like this for awhile,0,0,0,0,0
eng_train_track_b_01022,i know it is true for my own glasses have been gone for over 16 years and i know what to do and what not to do in order to have my eyesight relax my vision stay sharp and my eyes happy,0,0,1,0,0
eng_train_track_b_01023,as stiff as a board i didn t move an inch except to dart my eyes to my sleeping sister in the bed ten feet away,0,3,0,0,0
eng_train_track_b_01024,second story equally creepy,0,2,0,0,1
eng_train_track_b_01025,and made worse by her crying because of the embarrassment,0,1,0,2,0
eng_train_track_b_01026,my whole body was painful today especially my arms,0,1,0,2,0
eng_train_track_b_01027,so i put my hand up and started to walk away,0,0,0,0,0
eng_train_track_b_01028,then my hand that had the red figure opened of it s own accord and shot out a red ball of light,0,0,0,0,2
eng_train_track_b_01029,i found a relatively bugless spot went through the short version of my routine pounded my hip with my fist a few dozen times then got back on the road,0,0,0,0,0
eng_train_track_b_01030,my stomach felt like it had a hole in it,0,1,0,2,0
eng_train_track_b_01031,6 hour old post,0,0,0,0,1
eng_train_track_b_01032,but my stomach oh my stomach this bike has been from taiwan to vietnam cambodia and thailand and several places in vietnam not to mention all but the southern tip of taiwan heading north,0,1,0,0,0
eng_train_track_b_01033,i swing my foot back then proceed to apply a good strong kick to the underside of the table,1,0,0,0,0
eng_train_track_b_01034,i found an old sweatshirt on the floor and tied it tightly around my leg,0,1,0,0,0
eng_train_track_b_01035,it also hurts to turn my neck in any direction,0,2,0,2,0
eng_train_track_b_01036,oh ok actually chop on hand also can lah gives weird expression while stamping chop on my hand adeline eh,0,0,1,0,1
eng_train_track_b_01037,i have major slip ups like letting the wrong person close to my heart and getting burned,0,1,0,1,0
eng_train_track_b_01038,finally found out that i have bad whip lash and strained the tendons in my neck,0,2,0,2,0
eng_train_track_b_01039,i had never been so scared,0,3,0,0,0
eng_train_track_b_01040,i pushed those thoughts out of my head and told myself i was being paranoid,0,2,0,0,0
eng_train_track_b_01041,house almost burned down the weekend they were out of town,0,2,0,1,2
eng_train_track_b_01042,the stranger crosses the finish line first the crowd goes wild,0,0,3,0,2
eng_train_track_b_01043,his stepdad is practically his real dad,0,0,1,0,0
eng_train_track_b_01044,hahaha but can t blame me my nose was blocked i can t breathe properly la,0,1,0,0,0
eng_train_track_b_01045,naturally we freaked out,0,3,0,0,1
eng_train_track_b_01046,and found myself giggling that every day at the same time 3 15 jesus would sign into the guest register,0,0,2,0,1
eng_train_track_b_01047,earth base delta stopped responding to our calls and we were left alone in the vast emptiness of space,0,3,0,1,2
eng_train_track_b_01048,my teeth were marred by braces and i hated the sight of them,0,0,0,2,0
eng_train_track_b_01049,still a creepy happening,0,2,0,0,1
eng_train_track_b_01050,i need to ice my calf often and try to stay off it except to occasionally stretch it,0,1,0,0,0
eng_train_track_b_01051,i have to be a complete part of his life and his heart,0,0,0,0,0
eng_train_track_b_01052,14 years later we re still best friends,0,0,3,0,0
